order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,expected_delivery_time,delivery_partner_id
53,210,21,Samosa,3/9/2024 22:02,3/9/2024 23:12,Successful,785.96,1,3/9/2024 22:26,380
54,332,90,Paneer Tikka,2/23/2024 6:31,2/23/2024 7:19,Successful,445.02,4,2/23/2024 6:53,393
55,462,178,Butter Chicken,1/15/2024 8:08,1/15/2024 8:51,Successful,859.4,4,1/15/2024 8:47,429
56,319,58,Chole Bhature,8/20/2024 12:16,8/20/2024 13:37,Successful,422.59,1,8/20/2024 12:39,114
57,76,300,Paneer Tikka,5/18/2024 13:03,5/18/2024 13:35,Successful,130.66,3,5/18/2024 13:27,62
58,394,220,Samosa,1/26/2024 2:11,1/26/2024 3:43,Successful,171.02,1,1/26/2024 2:50,44
59,164,283,Pav Bhaji,1/23/2024 22:59,1/23/2024 23:58,Successful,210.85,5,1/23/2024 23:39,351
60,443,113,Paneer Tikka,3/14/2024 13:19,3/14/2024 14:19,Successful,774.56,4,3/14/2024 13:51,430
61,252,75,Dal Makhani,7/27/2024 22:10,7/27/2024 23:44,Successful,455.02,1,7/27/2024 22:39,58
62,112,281,Pav Bhaji,3/5/2024 23:50,3/6/2024 1:31,Successful,823.32,1,3/6/2024 0:26,34
63,243,17,Tandoori Chicken,8/11/2024 19:13,8/11/2024 19:36,Cancelled,890.32,4,8/11/2024 19:50,174
64,451,110,Paneer Tikka,8/1/2024 18:30,8/1/2024 19:39,Successful,435.93,3,8/1/2024 18:56,21
65,462,147,Tandoori Chicken,4/4/2024 5:52,4/4/2024 6:48,Cancelled,479.65,1,4/4/2024 6:26,318
66,107,201,Paneer Tikka,3/12/2024 6:10,3/12/2024 6:48,Successful,265.83,1,3/12/2024 6:35,497
67,118,107,Aloo Paratha,4/23/2024 2:43,4/23/2024 4:10,Cancelled,360.87,3,4/23/2024 3:05,397
68,399,289,Pav Bhaji,4/4/2024 10:49,4/4/2024 12:42,Successful,309.62,5,4/4/2024 11:20,103
69,129,121,Pav Bhaji,5/18/2024 14:16,5/18/2024 16:00,Successful,347.87,3,5/18/2024 14:38,490
70,151,134,Aloo Paratha,7/6/2024 10:25,7/6/2024 11:38,Successful,106.26,1,7/6/2024 11:03,96
71,215,258,Aloo Paratha,1/20/2024 17:40,1/20/2024 18:39,Successful,257.57,5,1/20/2024 18:13,397
72,402,18,Paneer Tikka,4/20/2024 17:05,4/20/2024 18:05,Successful,147.82,3,4/20/2024 17:37,286
73,279,228,Butter Chicken,6/22/2024 20:52,6/22/2024 21:50,Successful,666.47,1,6/22/2024 21:14,187
74,156,91,Chole Bhature,7/17/2024 16:18,7/17/2024 18:10,Successful,917.61,3,7/17/2024 16:41,415
75,350,45,Aloo Paratha,8/24/2024 18:22,8/24/2024 18:45,Successful,243.01,1,8/24/2024 18:54,483
76,221,134,Tandoori Chicken,6/27/2024 18:49,6/27/2024 20:36,Successful,712.45,2,6/27/2024 19:23,265
77,459,43,Paneer Tikka,2/26/2024 4:22,2/26/2024 5:13,Successful,456.23,5,2/26/2024 5:01,351
78,372,152,Pav Bhaji,3/8/2024 1:34,3/8/2024 3:22,Successful,367.01,4,3/8/2024 2:13,147
79,125,49,Biryani,2/17/2024 16:43,2/17/2024 17:26,Successful,820.48,1,2/17/2024 17:21,112
80,258,233,Aloo Paratha,2/19/2024 3:58,2/19/2024 5:02,Successful,315.45,3,2/19/2024 4:35,93
81,485,176,Biryani,5/4/2024 20:46,5/4/2024 21:33,Successful,563.07,3,5/4/2024 21:11,401
82,129,227,Chole Bhature,8/30/2024 4:05,8/30/2024 5:09,Successful,865.04,2,8/30/2024 4:41,279
83,194,247,Dal Makhani,3/24/2024 22:04,3/24/2024 23:10,Successful,688.87,4,3/24/2024 22:44,445
84,379,182,Dal Makhani,3/26/2024 23:33,3/27/2024 1:23,Successful,982.51,2,3/27/2024 0:06,150
85,381,298,Aloo Paratha,6/12/2024 13:45,6/12/2024 14:45,Successful,574.05,5,6/12/2024 14:10,190
86,225,276,Dosa,1/14/2024 6:59,1/14/2024 8:43,Successful,622.86,4,1/14/2024 7:35,476
87,474,100,Pav Bhaji,3/22/2024 15:16,3/22/2024 16:39,Successful,279.56,5,3/22/2024 15:51,248
88,78,254,Aloo Paratha,1/9/2024 7:32,1/9/2024 9:01,Successful,424.88,2,1/9/2024 7:59,152
89,112,103,Dosa,8/4/2024 9:03,8/4/2024 10:01,Successful,549.72,3,8/4/2024 9:35,243
90,472,277,Dal Makhani,8/25/2024 23:26,8/26/2024 1:24,Successful,758.33,4,8/25/2024 23:51,71
91,396,238,Tandoori Chicken,3/18/2024 9:03,3/18/2024 10:01,Successful,220.4,3,3/18/2024 9:32,241
92,115,258,Dal Makhani,4/2/2024 5:33,4/2/2024 6:15,Successful,404.38,4,4/2/2024 6:07,91
93,386,12,Aloo Paratha,9/1/2024 22:36,9/1/2024 23:12,Successful,879.17,3,9/1/2024 23:07,127
94,64,153,Pav Bhaji,7/10/2024 11:28,7/10/2024 12:00,Successful,269.36,3,7/10/2024 12:00,329
95,125,93,Tandoori Chicken,4/10/2024 3:45,4/10/2024 5:10,Successful,791.37,2,4/10/2024 4:10,328
96,225,7,Tandoori Chicken,1/15/2024 8:30,1/15/2024 9:09,Cancelled,536.37,3,1/15/2024 8:51,179
97,436,242,Tandoori Chicken,9/2/2024 10:52,9/2/2024 11:33,Successful,966.3,2,9/2/2024 11:12,218
98,390,212,Aloo Paratha,7/1/2024 3:22,7/1/2024 5:17,Successful,459.09,4,7/1/2024 3:54,79
99,159,182,Samosa,8/8/2024 15:40,8/8/2024 17:24,Successful,643.29,5,8/8/2024 16:07,297
100,499,71,Biryani,8/23/2024 18:48,8/23/2024 19:40,Successful,913,1,8/23/2024 19:15,403
101,3,189,Biryani,9/4/2024 20:24,9/4/2024 21:52,Successful,490.22,1,9/4/2024 20:58,269
102,408,218,Dal Makhani,3/3/2024 11:01,3/3/2024 12:57,Successful,180.17,3,3/3/2024 11:27,8
103,392,3,Paneer Tikka,2/9/2024 6:36,2/9/2024 7:27,Successful,584.44,2,2/9/2024 7:05,77
104,2,89,Samosa,9/7/2024 2:13,9/7/2024 4:11,Successful,832.09,1,9/7/2024 2:38,400
105,355,56,Samosa,1/18/2024 15:50,1/18/2024 17:30,Successful,774.86,5,1/18/2024 16:11,183
106,47,175,Pav Bhaji,7/7/2024 5:39,7/7/2024 7:30,Successful,288.89,2,7/7/2024 6:03,309
107,309,226,Biryani,4/22/2024 3:24,4/22/2024 4:00,Successful,508.25,2,4/22/2024 3:54,218
108,126,283,Dosa,2/12/2024 8:26,2/12/2024 9:02,Successful,112.54,4,2/12/2024 8:49,111
109,189,293,Biryani,7/25/2024 9:00,7/25/2024 10:57,Successful,311.32,5,7/25/2024 9:37,478
110,456,98,Dal Makhani,1/1/2024 7:42,1/1/2024 9:42,Successful,227.46,2,1/1/2024 8:13,492
111,236,105,Samosa,9/11/2024 0:19,9/11/2024 0:52,Successful,876.6,5,9/11/2024 0:58,363
112,416,87,Aloo Paratha,4/26/2024 9:03,4/26/2024 9:43,Cancelled,401.71,4,4/26/2024 9:25,462
113,88,118,Dal Makhani,5/14/2024 0:39,5/14/2024 1:35,Successful,709.46,2,5/14/2024 1:08,182
114,130,282,Dosa,3/9/2024 3:58,3/9/2024 4:36,Successful,502.39,5,3/9/2024 4:27,284
115,466,73,Butter Chicken,1/24/2024 3:55,1/24/2024 4:19,Successful,847.05,4,1/24/2024 4:33,52
116,397,234,Pav Bhaji,1/1/2024 11:54,1/1/2024 13:24,Successful,468.38,3,1/1/2024 12:24,131
117,36,44,Aloo Paratha,3/3/2024 0:01,3/3/2024 1:41,Successful,656.31,3,3/3/2024 0:32,428
118,315,52,Tandoori Chicken,2/17/2024 6:26,2/17/2024 6:55,Cancelled,835.06,1,2/17/2024 6:48,309
119,210,55,Chole Bhature,7/9/2024 16:27,7/9/2024 17:17,Cancelled,408.43,5,7/9/2024 16:52,83
120,488,51,Dosa,4/16/2024 18:10,4/16/2024 19:45,Successful,557.12,4,4/16/2024 18:50,332
121,234,109,Aloo Paratha,5/27/2024 10:55,5/27/2024 11:34,Cancelled,638.61,5,5/27/2024 11:16,152
122,127,128,Biryani,4/19/2024 23:34,4/20/2024 1:02,Successful,282,1,4/20/2024 0:08,120
123,226,160,Tandoori Chicken,4/4/2024 5:58,4/4/2024 6:48,Successful,884.48,4,4/4/2024 6:26,231
124,477,293,Samosa,3/8/2024 2:23,3/8/2024 3:01,Successful,347.09,2,3/8/2024 2:50,79
125,362,51,Chole Bhature,8/27/2024 2:42,8/27/2024 3:06,Successful,524.93,5,8/27/2024 3:06,404
126,273,12,Biryani,9/3/2024 16:20,9/3/2024 18:06,Successful,837.03,3,9/3/2024 16:46,173
127,47,244,Pav Bhaji,8/13/2024 8:45,8/13/2024 9:22,Cancelled,862.88,2,8/13/2024 9:23,482
128,44,261,Chole Bhature,1/10/2024 7:43,1/10/2024 9:08,Successful,189.74,1,1/10/2024 8:17,431
129,63,195,Dosa,3/22/2024 21:40,3/22/2024 22:46,Successful,444.87,2,3/22/2024 22:18,10
130,285,148,Samosa,5/30/2024 14:22,5/30/2024 15:01,Successful,730.06,3,5/30/2024 14:59,85
131,448,248,Samosa,4/21/2024 15:55,4/21/2024 16:29,Successful,453.87,1,4/21/2024 16:18,441
132,181,103,Butter Chicken,7/20/2024 20:55,7/20/2024 21:48,Successful,377.11,1,7/20/2024 21:33,191
133,449,13,Dal Makhani,2/27/2024 12:19,2/27/2024 13:47,Successful,180.92,4,2/27/2024 12:57,101
134,85,266,Chole Bhature,5/8/2024 3:39,5/8/2024 4:21,Successful,597.64,3,5/8/2024 4:11,112
135,491,5,Butter Chicken,6/30/2024 2:30,6/30/2024 3:23,Successful,100.74,4,6/30/2024 3:06,110
136,292,248,Butter Chicken,5/18/2024 4:36,5/18/2024 5:26,Successful,518.85,2,5/18/2024 4:57,8
137,354,295,Butter Chicken,7/9/2024 16:06,7/9/2024 16:56,Successful,618.6,2,7/9/2024 16:26,463
138,126,244,Chole Bhature,1/19/2024 16:49,1/19/2024 17:09,Successful,669.45,3,1/19/2024 17:09,345
139,395,159,Pav Bhaji,6/7/2024 5:42,6/7/2024 6:25,Successful,436.73,4,6/7/2024 6:20,397
140,304,73,Dosa,4/7/2024 0:50,4/7/2024 2:17,Successful,127.84,4,4/7/2024 1:25,388
141,79,8,Dosa,3/18/2024 2:28,3/18/2024 3:43,Successful,409.8,5,3/18/2024 3:01,163
142,241,166,Biryani,7/15/2024 7:42,7/15/2024 9:35,Successful,874.22,4,7/15/2024 8:15,197
143,309,135,Butter Chicken,2/7/2024 1:47,2/7/2024 2:43,Successful,459.12,1,2/7/2024 2:13,8
144,428,198,Tandoori Chicken,5/10/2024 14:31,5/10/2024 16:16,Successful,696.46,2,5/10/2024 15:10,231
145,325,74,Aloo Paratha,6/20/2024 6:26,6/20/2024 7:49,Successful,987.43,3,6/20/2024 6:50,469
146,255,39,Butter Chicken,4/21/2024 21:37,4/21/2024 22:35,Successful,254.01,3,4/21/2024 22:09,112
147,271,127,Butter Chicken,5/30/2024 10:47,5/30/2024 11:07,Successful,222.9,1,5/30/2024 11:19,418
148,86,62,Butter Chicken,3/29/2024 1:56,3/29/2024 3:06,Successful,128.51,1,3/29/2024 2:18,453
149,197,64,Tandoori Chicken,4/5/2024 0:50,4/5/2024 1:53,Successful,377.85,5,4/5/2024 1:15,26
150,303,201,Pav Bhaji,2/19/2024 9:14,2/19/2024 11:13,Successful,617.48,3,2/19/2024 9:46,483
151,178,140,Pav Bhaji,2/29/2024 7:13,2/29/2024 8:05,Successful,254.09,1,2/29/2024 7:36,137
152,125,79,Tandoori Chicken,2/9/2024 14:20,2/9/2024 14:50,Successful,624.98,1,2/9/2024 14:56,17
153,36,276,Chole Bhature,4/18/2024 3:39,4/18/2024 5:05,Successful,648.98,5,4/18/2024 4:02,55
154,330,131,Dal Makhani,5/18/2024 6:16,5/18/2024 6:42,Successful,316.56,3,5/18/2024 6:53,316
155,74,21,Dal Makhani,7/7/2024 9:28,7/7/2024 10:34,Successful,571.78,2,7/7/2024 9:54,166
156,335,208,Biryani,5/11/2024 7:17,5/11/2024 7:55,Successful,247.06,2,5/11/2024 7:53,264
157,241,49,Dal Makhani,6/8/2024 20:03,6/8/2024 20:24,Successful,547.59,4,6/8/2024 20:42,407
158,452,80,Paneer Tikka,3/29/2024 3:53,3/29/2024 4:44,Successful,266.79,2,3/29/2024 4:20,369
159,401,290,Aloo Paratha,7/2/2024 23:25,7/3/2024 0:56,Successful,268.45,2,7/2/2024 23:54,101
160,267,86,Butter Chicken,6/23/2024 2:36,6/23/2024 4:32,Successful,721.4,2,6/23/2024 3:15,96
161,261,228,Dal Makhani,6/16/2024 9:07,6/16/2024 11:07,Successful,130.12,2,6/16/2024 9:41,62
162,132,297,Samosa,5/7/2024 1:54,5/7/2024 3:43,Successful,831.75,4,5/7/2024 2:17,196
163,46,174,Chole Bhature,5/27/2024 12:43,5/27/2024 14:23,Successful,270.74,2,5/27/2024 13:20,144
164,297,71,Samosa,9/12/2024 14:00,9/12/2024 15:47,Successful,620.02,3,9/12/2024 14:21,82
165,210,286,Chole Bhature,6/13/2024 16:14,6/13/2024 16:37,Successful,964.26,5,6/13/2024 16:50,36
166,157,133,Paneer Tikka,4/4/2024 5:13,4/4/2024 7:13,Successful,729.71,1,4/4/2024 5:39,409
167,284,45,Dosa,1/16/2024 11:53,1/16/2024 13:45,Successful,193.1,3,1/16/2024 12:14,71
168,225,198,Paneer Tikka,8/9/2024 14:49,8/9/2024 15:38,Successful,537.59,4,8/9/2024 15:25,207
169,348,136,Tandoori Chicken,9/8/2024 21:34,9/8/2024 23:12,Successful,978.03,3,9/8/2024 22:11,299
170,170,23,Dal Makhani,8/30/2024 23:46,8/31/2024 1:45,Successful,619.94,5,8/31/2024 0:23,56
171,463,62,Chole Bhature,5/29/2024 10:14,5/29/2024 10:45,Successful,865.14,5,5/29/2024 10:37,204
172,347,20,Aloo Paratha,1/3/2024 22:32,1/4/2024 0:06,Successful,623.74,1,1/3/2024 23:02,464
173,446,257,Chole Bhature,3/29/2024 8:31,3/29/2024 10:19,Cancelled,114.77,2,3/29/2024 8:58,267
174,322,287,Pav Bhaji,5/3/2024 18:10,5/3/2024 19:12,Successful,173.37,3,5/3/2024 18:31,225
175,236,276,Dal Makhani,2/15/2024 17:07,2/15/2024 18:39,Cancelled,248.92,4,2/15/2024 17:31,496
176,121,148,Dosa,5/26/2024 19:18,5/26/2024 21:04,Successful,255.01,4,5/26/2024 19:52,428
177,440,78,Butter Chicken,4/17/2024 23:35,4/18/2024 0:42,Successful,685.47,1,4/18/2024 0:04,163
178,339,185,Chole Bhature,6/11/2024 14:54,6/11/2024 16:38,Cancelled,282.49,4,6/11/2024 15:33,103
179,191,16,Pav Bhaji,3/12/2024 18:10,3/12/2024 19:35,Successful,194.66,4,3/12/2024 18:49,382
180,462,181,Butter Chicken,5/17/2024 14:07,5/17/2024 15:59,Successful,146.07,5,5/17/2024 14:42,463
181,287,85,Aloo Paratha,8/1/2024 10:44,8/1/2024 12:22,Successful,103.89,4,8/1/2024 11:07,107
182,108,137,Dosa,5/18/2024 8:51,5/18/2024 10:08,Successful,745.91,5,5/18/2024 9:12,119
183,484,258,Biryani,8/17/2024 4:18,8/17/2024 6:00,Successful,880.18,4,8/17/2024 4:38,377
184,180,212,Pav Bhaji,2/24/2024 21:35,2/24/2024 22:30,Successful,362.42,2,2/24/2024 22:00,175
185,147,191,Pav Bhaji,4/21/2024 5:23,4/21/2024 6:12,Cancelled,412.26,4,4/21/2024 6:03,208
186,379,100,Dal Makhani,4/13/2024 13:29,4/13/2024 15:10,Successful,349.63,5,4/13/2024 14:08,376
187,275,187,Pav Bhaji,3/9/2024 4:15,3/9/2024 4:54,Successful,943.24,4,3/9/2024 4:51,210
188,483,258,Biryani,3/31/2024 13:07,3/31/2024 15:00,Successful,782.79,3,3/31/2024 13:32,377
189,166,296,Chole Bhature,5/28/2024 8:47,5/28/2024 9:39,Successful,765.42,3,5/28/2024 9:12,298
190,47,266,Dosa,7/6/2024 9:00,7/6/2024 10:54,Successful,352.09,5,7/6/2024 9:21,21
191,338,293,Dosa,3/13/2024 1:06,3/13/2024 2:04,Successful,239.97,4,3/13/2024 1:32,479
192,419,186,Samosa,7/7/2024 19:10,7/7/2024 19:44,Successful,345.12,1,7/7/2024 19:39,474
193,177,108,Biryani,3/20/2024 0:08,3/20/2024 1:29,Successful,136.43,3,3/20/2024 0:48,149
194,440,203,Dal Makhani,5/25/2024 16:40,5/25/2024 17:17,Successful,900.02,1,5/25/2024 17:17,422
195,369,106,Samosa,1/18/2024 12:34,1/18/2024 14:28,Successful,828.83,4,1/18/2024 13:13,490
196,242,108,Samosa,8/26/2024 16:14,8/26/2024 17:08,Successful,651.01,4,8/26/2024 16:50,299
197,324,256,Dal Makhani,6/2/2024 20:50,6/2/2024 21:50,Successful,800.53,1,6/2/2024 21:23,114
198,17,23,Biryani,7/3/2024 11:36,7/3/2024 13:19,Successful,491.64,5,7/3/2024 12:04,130
199,142,264,Samosa,2/5/2024 18:19,2/5/2024 19:20,Successful,971.67,3,2/5/2024 18:53,356
200,79,116,Dal Makhani,4/9/2024 9:41,4/9/2024 10:16,Cancelled,653.53,1,4/9/2024 10:12,205
201,322,49,Chole Bhature,5/24/2024 8:00,5/24/2024 9:55,Successful,622.59,3,5/24/2024 8:36,393
202,299,33,Chole Bhature,4/17/2024 7:58,4/17/2024 9:13,Successful,602.99,4,4/17/2024 8:33,115
203,186,96,Aloo Paratha,8/26/2024 12:47,8/26/2024 14:19,Successful,296.05,3,8/26/2024 13:08,427
204,449,21,Butter Chicken,8/14/2024 23:26,8/15/2024 1:24,Successful,219.2,1,8/14/2024 23:53,195
205,315,169,Pav Bhaji,8/2/2024 16:27,8/2/2024 17:58,Successful,405.07,4,8/2/2024 16:57,34
206,73,228,Tandoori Chicken,9/6/2024 4:51,9/6/2024 6:18,Successful,670.28,4,9/6/2024 5:31,101
207,358,68,Dal Makhani,9/2/2024 1:29,9/2/2024 2:26,Successful,799.45,4,9/2/2024 1:51,36
208,243,55,Tandoori Chicken,6/19/2024 19:21,6/19/2024 20:36,Successful,489.76,2,6/19/2024 19:54,89
209,358,44,Butter Chicken,3/11/2024 2:27,3/11/2024 3:45,Successful,456.52,4,3/11/2024 3:03,423
210,190,67,Biryani,5/31/2024 11:25,5/31/2024 11:51,Successful,906.42,5,5/31/2024 11:59,295
211,473,11,Dosa,5/4/2024 10:26,5/4/2024 12:22,Successful,700.71,2,5/4/2024 10:54,22
212,197,52,Tandoori Chicken,4/10/2024 3:42,4/10/2024 4:25,Successful,578.73,1,4/10/2024 4:16,392
213,196,166,Samosa,5/12/2024 5:52,5/12/2024 7:46,Successful,390.57,1,5/12/2024 6:31,163
214,78,52,Samosa,9/4/2024 20:59,9/4/2024 21:30,Cancelled,830.07,4,9/4/2024 21:21,28
215,67,278,Aloo Paratha,5/24/2024 10:15,5/24/2024 11:39,Successful,172.22,1,5/24/2024 10:39,18
216,208,242,Dosa,6/25/2024 21:11,6/25/2024 22:17,Successful,964.33,5,6/25/2024 21:40,67
217,130,10,Pav Bhaji,9/1/2024 9:57,9/1/2024 11:19,Successful,365.74,5,9/1/2024 10:31,286
218,325,200,Samosa,8/24/2024 7:56,8/24/2024 8:28,Cancelled,853.54,3,8/24/2024 8:23,333
219,374,34,Dal Makhani,3/18/2024 19:38,3/18/2024 19:58,Successful,898.82,1,3/18/2024 20:14,221
220,401,11,Dosa,7/6/2024 16:18,7/6/2024 16:56,Successful,517,4,7/6/2024 16:46,402
221,276,92,Tandoori Chicken,1/8/2024 2:06,1/8/2024 2:42,Successful,915.08,3,1/8/2024 2:38,279
222,188,220,Chole Bhature,9/2/2024 3:15,9/2/2024 3:42,Successful,511.7,4,9/2/2024 3:41,404
223,173,244,Chole Bhature,3/17/2024 15:09,3/17/2024 15:55,Successful,659.52,4,3/17/2024 15:46,306
224,457,244,Biryani,9/1/2024 12:10,9/1/2024 13:26,Successful,786.99,5,9/1/2024 12:46,83
225,174,95,Dosa,6/17/2024 9:18,6/17/2024 10:52,Successful,542.01,2,6/17/2024 9:39,238
226,126,49,Tandoori Chicken,6/9/2024 21:30,6/9/2024 22:12,Successful,195.48,1,6/9/2024 21:55,426
227,204,203,Pav Bhaji,2/18/2024 10:33,2/18/2024 11:11,Successful,719.27,3,2/18/2024 11:00,118
228,224,293,Samosa,8/8/2024 2:45,8/8/2024 4:16,Successful,561.62,2,8/8/2024 3:10,351
229,458,71,Samosa,2/10/2024 22:04,2/10/2024 23:34,Successful,860.79,4,2/10/2024 22:35,428
230,491,265,Paneer Tikka,3/19/2024 9:38,3/19/2024 10:46,Successful,926.12,4,3/19/2024 10:06,276
231,120,155,Paneer Tikka,1/9/2024 12:26,1/9/2024 13:39,Successful,978.03,4,1/9/2024 13:05,391
232,153,206,Dal Makhani,2/10/2024 17:28,2/10/2024 18:34,Successful,433.43,1,2/10/2024 18:08,450
233,211,299,Butter Chicken,6/13/2024 11:19,6/13/2024 11:40,Successful,749.68,1,6/13/2024 11:50,481
234,279,26,Dosa,6/3/2024 9:03,6/3/2024 10:05,Successful,756.77,4,6/3/2024 9:36,284
235,362,300,Pav Bhaji,2/5/2024 16:55,2/5/2024 18:55,Cancelled,793.12,4,2/5/2024 17:19,292
236,60,299,Dal Makhani,7/14/2024 23:39,7/15/2024 0:10,Cancelled,147.13,3,7/15/2024 0:14,190
